"player_name","salary","season","avg_pts_per_min"
"tyler ennis",1590720,2015,0.377057562736954
"paul george",30560700,2019,0.712540606690407
"doug mcdermott",2277960,2015,0.391478206358433
"d.j. wilson",2534280,2019,0.325462743068242
"garrett temple",8e+06,2017,0.334573163622957
"jeff green",1512601,2019,0.461561740080176
"marcus morris sr.",5e+06,2018,0.508921995415145
"jakarr sampson",258489,2016,0.526315789473684
"george hill",9133907,2020,0.356524098812556
"bismack biyombo",1.7e+07,2017,0.317992746034063
"jeff green",9650000,2016,0.438054632243274
"kawhi leonard",18868626,2018,0.787124356528271
"nassir little",2105520,2020,0.330863463618197
"alex abrines",5725000,2018,0.281224649881375
"luka samanic",2689920,2020,0.398691447521991
"damjan rudez",1100000,2015,0.236157264605954
"hollis thompson",947276,2016,0.276688723301107
"isaiah thomas",1512601,2019,0.572693194575162
"wilson chandler",11233146,2017,0.308383806322849
"jeremy lin",8374646,2015,0.45694325680862
"ben mclemore",4008882,2017,0.36420108643245
"evan fournier",17150000,2019,0.556979577454135
"nicolas brussino",543471,2017,0.414765906362545
"ray mccallum",816482,2015,0.238133447565873
"nikola vucevic",12750000,2018,0.653894586931724
"josh smith",2077000,2015,0.408436640818005
"roy hibbert",15592217,2016,0.34576630186492
"tim frazier",196553,2019,0.298227399991864
"derrick white",1667160,2019,0.447776390070256
"trae young",5356440,2019,0.819136721435607
"tyler johnson",19245370,2018,0.411048584659541
"paul george",18314532,2017,0.613262752488854
"stephen curry",40231758,2020,0.956051177428031
"jeff withey",816482,2015,0.330064702562712
"cody martin",1173310,2020,0.259536038732617
"kevin love",19689000,2016,0.592304673542881
"john wall",16957900,2017,0.596030141054196
"jodie meeks",6540000,2017,0.436926990713254
"edmond sumner",2e+06,2020,Inf
"damian jones",1312611,2018,0.390046507607601
"serge ibaka",23271604,2020,0.488458342255038
"meyers leonard",3075880,2016,0.319468109986114
"ja morant",8730240,2020,0.607895043562862
"jaylen adams",270014,2019,0.570821360153257
"richard jefferson",915243,2015,0.316924867458686
"josh huestis",1140240,2016,0.481
"willie cauley-stein",4696875,2019,0.409873790882012
"jeff teague",1.9e+07,2019,0.433165400386489
"ben mclemore",2028594,2020,0.432822492052859
"jayson tatum",5645400,2018,0.505928164370968
"patty mills",3578948,2017,0.402973816301579
"d.j. augustin",7250000,2017,0.45295591075298
"wayne ellington",915243,2015,0.35894396580665
"bruno caboclo",1458360,2015,0.0801948051948052
"matt costello",543471,2017,0.177579365079365
"stanley johnson",3623000,2020,0.277806342334817
"adreian payne",1938840,2016,0.378970070102793
"brandon clarke",2478840,2020,0.438727497615725
"deron williams",19754465,2015,0.424482942786624
"dario saric",2526840,2018,0.42772848480187
"jarrod uthoff",47953,2017,0.407407407407407
"derrick favors",11050000,2017,0.435353223019789
"cheick diallo",1312611,2018,0.382482590538986
"kristaps porzingis",27285000,2020,0.632548837776505
"paul pierce",5305000,2015,0.31808462594375
"gary clark",596873,2019,0.346943800124212
"raymond felton",3950313,2016,0.305691914469242
"reggie bullock",1252440,2016,0.2746768257009
"victor oladipo",5192520,2016,0.461599161808098
"george hill",1.9e+07,2019,0.423220297213432
"langston galloway",7333333,2020,0.447115804428924
"drew gooden",915243,2015,0.270235724682872
"wesley matthews",7245640,2015,0.376007646174285
"d'angelo russell",7019698,2019,0.709376806202497
"caron butler",4500000,2015,0.286514954405268
"brandon paul",543471,2017,0.284924911973163
"hassan whiteside",27093017,2020,0.564999485812271
"malachi richardson",1569360,2018,0.282498057498058
"deandre' bembry",1634640,2018,0.380624686396181
"sheldon mac",543471,2017,0.355882352941176
"chris copeland",3135000,2015,0.334756269371654
"naz reid",898310,2020,0.606877231057649
"michael carter-williams",1620564,2020,0.345254074837851
"toney douglas",1164858,2016,0.328554954234154
"amile jefferson",4608,2018,0.486904761904762
"guerschon yabusele",2247480,2018,0.497604771115409
"chris silva",466918,2020,0.373164335664336
"aaron harrison",874636,2017,0.242487383771081
"thanasis antetokounmpo",1445697,2020,0.260717051716609
"taurean prince",3481986,2020,0.421114019961412
"kyrie irving",16407501,2016,0.722293479398006
"willie cauley-stein",3551160,2017,0.446913941097904
"luke kennard",3275280,2019,0.482778203957587
"bradley beal",22116750,2017,0.635586827800764
"thon maker",3569643,2020,0.328506587820313
"tony snell",1535880,2016,0.313195791801181
"hamidou diallo",838464,2019,0.374518237558275
"hassan whiteside",22116750,2017,0.546203021483529
"leandro barbosa",915243,2015,0.463068409511297
"jordan poole",1964760,2020,0.594786052760921
"andre iguodala",1.6e+07,2019,0.204366939296949
"robert covington",10464092,2019,0.406778726468117
"mikal bridges",3552960,2019,0.338418815822404
"nikola jokic",1471382,2018,0.642943720685909
"demarre carroll",13600000,2016,0.344354994083843
"kyle korver",7560000,2018,0.428646941019184
"robin lopez",14357750,2019,0.404427311919712
"bismack biyombo",2814000,2016,0.282631545867004
"tyler johnson",199950,2015,0.388106118610744
"avery bradley",8808989,2018,0.324017649970575
"larry nance jr.",12727273,2020,0.295757477163261
"tyus jones",1471382,2018,0.297023502374682
"jevon carter",838464,2019,0.299486427608139
"demar derozan",10050000,2016,0.775867089897012
"devonte' graham",988464,2019,0.523155588717939
"demarcus cousins",18063850,2018,0.617094609730486
"chris johnson",107676,2015,0.290106914107687
"jordan mickey",1223653,2017,0.35450859515998
"kj mcdaniels",1471382,2018,0.477272727272727
"arron afflalo",7500000,2015,0.386961188561145
"mason plumlee",14041096,2018,0.388708590466371
"jaylen brown",6534829,2020,0.719321567442565
"cole aldrich",1100602,2016,0.181891036210575
"jimmy butler",32742000,2020,0.623977877741226
"marcus smart",3578880,2017,0.359267668050735
"andre drummond",25434263,2019,0.551281203309539
"paul millsap",31269231,2018,0.46010001899823
"glenn robinson iii",1620564,2020,0.368350419249112
"jameer nelson",2732000,2015,0.30616076671209
"james johnson",2500000,2016,0.470176609139225
"keita bates-diop",838464,2019,0.364250567859438
"jerami grant",980431,2017,0.410392891019065
"boban marjanovic",7e+06,2018,0.613112905729117
"gary harris",1655880,2017,0.521279450385326
"isaiah whitehead",1074145,2017,0.533879469296136
"wade baldwin iv",1793760,2017,0.303873950516565
"collin sexton",4764960,2020,0.693653633521495
"jerami grant",845059,2016,0.325425595605539
"khem birch",3e+06,2020,0.319485981258086
"spencer dinwiddie",726672,2017,0.432988469194471
"russell westbrook",16744218,2016,0.9105693702546
"markieff morris",2989239,2015,0.483039145444432
"isaiah thomas",6261395,2018,0.546509167161341
"kelly oubre jr.",3208630,2018,0.524222542045444
"lamarcus aldridge",2.6e+07,2020,0.512622730775458
"jr smith",14720000,2019,0.235908521303258
"derrick white",1404600,2018,0.389184829395661
"jahlil okafor",1702486,2020,0.453912000096744
"kristaps porzingis",4317720,2017,0.735115397081526
"rodney mcgruder",543471,2017,0.276504356215772
"isaiah canaan",1015696,2017,0.410663172344948
"caris levert",1562280,2017,0.476338113173198
"kyle anderson",2151704,2018,0.272721708692286
"maurice harkless",10837079,2019,0.248371028057699
"zion williamson",9757440,2020,0.84731622412449
"tiago splitter",9756250,2016,0.567775974025974
"jusuf nurkic",11111111,2019,0.526088160961684
"shaquille harrison",1620564,2020,Inf
"wes iwundu",1378242,2018,0.305243065251698
"gerald green",872854,2018,0.455234873064762
"brook lopez",22642650,2018,0.427486941608236
"austin rivers",2147317,2020,0.323832127949296
"james jones",947276,2016,0.521331404106815
"alonzo gee",1320000,2016,0.102392399267399
"goran dragic",19217900,2020,0.506509711786211
"nerlens noel",1757429,2019,0.370162558638993
"miles bridges",3206640,2019,0.412200593471762
"elliot williams",107676,2015,0.251060551812432
"kristaps porzingis",4131720,2016,0.562405273912451
"josh okogie",2530680,2020,0.251980717680705
"terry rozier",1906440,2017,0.441177560991707
"cameron johnson",4033440,2020,0.397019257640635
"anthony tolliver",8e+06,2017,0.400107691899475
"shabazz muhammad",3046299,2017,0.57321116625313
"sergey karasev",1533840,2015,0.277092738730864
"mike scott",3333333,2015,0.402861912572261
"khem birch",1378242,2018,0.378379472424707
"chimezie metu",838464,2019,Inf
"tristan thompson",17469565,2019,0.394726623787551
"nick johnson",507336,2015,0.100808080808081
"johnny o'bryant iii",6e+05,2015,0.247086944578005
"hassan whiteside",25434262,2019,0.50707935402789
"davis bertans",543471,2017,0.375050900002101
"d'angelo russell",5103120,2016,0.540416831491746
"karl-anthony towns",27285000,2020,0.740446581711105
"tyler cavanaugh",679919,2018,0.305555555555556
"alex abrines",5994764,2017,0.29435350982238
"reggie bullock",4e+06,2020,0.372586740313072
"jahlil okafor",4788840,2017,0.506667277845946
"markieff morris",8600000,2018,0.402879030230904
"shane larkin",1606080,2015,0.329835875175777
"javale mcgee",1403611,2017,0.530345986478472
"kendrick nunn",1416852,2020,0.508399026234662
"marcus thornton",200600,2016,0.391474691974086
"e'twaun moore",8664928,2020,0.364673659220228
"dion waiters",11550000,2018,0.462032158095979
"tobias harris",32742000,2020,0.608197234874292
"patrick mccaw",777665,2019,0.180856657256352
"karl-anthony towns",6216840,2018,0.749850840124071
"courtney lee",12253780,2019,0.321324798578203
"cody zeller",13528090,2018,0.410354045695246
"terry rozier",1988520,2018,0.398819807633571
"brandon knight",14631250,2019,0.382457530184793
"courtney lee",12253780,2018,0.313285801950999
"josh hart",1655160,2019,0.372994404711891
"robert williams iii",1654440,2019,0.371885425396371
"buddy hield",3844760,2019,0.64066539874635
"pau gasol",1.6e+07,2018,0.327264252283971
"vince carter",1512601,2019,0.346709440410119
"mason plumlee",12917808,2019,0.37016880356869
"georges niang",1512601,2019,0.450177326435411
"tyson chandler",14846888,2015,0.282376560521054
"jakob poeltl",2947320,2018,0.326230542982684
"justin james",898310,2020,0.452687968085384
"nicolas batum",2.4e+07,2019,0.14965354660271
"chris paul",20068563,2015,0.605989356605324
"serge ibaka",12250000,2016,0.49130509342798
"gary harris",1519200,2015,0.385464861673228
"austin rivers",12650000,2018,0.304346428556824
"robert covington",1015696,2017,0.389759705652295
"pat connaughton",1641000,2019,0.283371397564406
"james harden",30421854,2019,0.949198408528145
"malik monk",3447480,2019,0.459217961523401
"blake griffin",20140839,2017,0.645317296619712
"marco belinelli",6060606,2016,0.428213720694553
"beno udrih",2170465,2016,0.390608378027694
"j.j. barea",3903900,2018,0.550355728141634
"thon maker",2799720,2019,0.417560312905126
"kevon looney",1512601,2019,0.292998304584992
"jarell eddie",57672,2017,0.09375
"wayne ellington",1500000,2016,0.428048501397465
"harrison barnes",24147727,2020,0.449037299139735
"cody zeller",14471910,2020,0.472939731479661
"justin holiday",4384616,2018,0.328402861673606
"jakarr sampson",507336,2015,0.315658304394537
"justise winslow",2593440,2017,0.308668140464748
"tobias harris",14800000,2019,0.574671944161861
"jarred vanderbilt",1416852,2020,0.276093586806856
"andre roberson",10740740,2020,0.0631578947368421
"gordon hayward",16073140,2017,0.388020052473763
"salah mejri",874636,2017,0.292363917385896
"rodney hood",1348440,2016,0.44392616112852
"lamarcus aldridge",21461010,2018,0.643429920577225
"treveon graham",543471,2017,0.260766489579744
"anthony bennett",947276,2016,0.483099531427897
"bobby portis",2494346,2019,0.475327668465319
"will barton",3533333,2018,0.414924058481941
"derrick rose",20093064,2016,0.558446108877592
"stephen curry",37457154,2019,0.905250045746749
"jamychal green",134295,2015,0.401583864032729
"mason plumlee",1415520,2016,0.396900153742473
"malcolm brogdon",2e+07,2020,0.622401619049897
"draymond green",915243,2015,0.407249310264672
"zaza pachulia",5200000,2016,0.340213417943068
"khris middleton",15200000,2017,0.566002335315954
"george hill",8e+06,2016,0.529360786795334
"giannis antetokounmpo",25842697,2020,Inf
"dennis smith jr.",4463640,2020,0.38341894271306
"marreese speights",3657500,2015,0.635730607749066
"joel bolomboy",6e+05,2017,0.753401360544218
"darius miller",2100000,2018,0.327336691304942
"andrew bogut",1471382,2018,0.309656862901183
"delon wright",1509360,2016,0.288732638464414
"james ennis iii",845059,2016,0.2857237756096
"terrence ross",1e+07,2017,0.359824005751096
"ricky rubio",4660479,2015,0.330933336719973
"aaron holiday",1911960,2019,0.39444194972625
"dewayne dedmon",947276,2016,0.337957720648578
"joakim noah",1093858,2019,0.2023632313106
"kyrie irving",17638063,2017,0.760276728910528
"jakarr sampson",1620564,2020,0.410683364093628
"iman shumpert",2616975,2015,0.226724478827092
"matisse thybulle",2582160,2020,0.202026684127507
"darren collison",4797664,2015,0.487770418657937
"reggie jackson",512721,2020,0.47338443379246
"rui hachimura",4469160,2020,0.450142613811555
"carmelo anthony",26243760,2018,0.451883515992797
"anderson varejao",289755,2016,0.204135338345865
"corey brewer",2e+06,2019,0.318877551020408
"malcolm brogdon",925000,2017,0.415546984454684
"nikola jokic",24605181,2019,0.622282709063758
"jordan mcrae",17092,2019,0.510483371435506
"jusuf nurkic",2947305,2018,0.586089660634214
"joe ingles",11954546,2020,0.423461168173022
"wayne ellington",8e+06,2020,0.402823083263168
"jose calderon",7097191,2015,0.268658082570608
"kevin garnett",1.2e+07,2015,0.211322040436636
"luc mbah a moute",4382576,2015,0.199582127805144
"giannis antetokounmpo",1953960,2016,0.643336313212044
"cody zeller",5318313,2017,0.389404996491306
"harry giles iii",2207040,2019,0.467287731482427
"jonathan gibson",469943,2017,1.22916666666667
"d'angelo russell",27285000,2020,0.703586826164267
"taj gibson",9e+06,2020,0.269025239558009
"anthony davis",25434263,2019,0.768332158127491
"isaac humphries",47371,2019,0.266666666666667
"jeff green",1.5e+07,2017,0.437665910006672
"tyson chandler",1333140,2019,0.175014717425432
"jr smith",5e+06,2016,0.295304230031241
"jake layman",3581986,2020,0.353518524585157
"shaquille harrison",175000,2018,0.321057463781858
"derrick williams",6331404,2015,0.539772935830488
"amir johnson",1.2e+07,2016,0.301053790512627
"tyus jones",2444053,2019,0.381813343803647
"victor oladipo",4978200,2015,0.47776840397577
"deandre jordan",22642350,2018,0.376915811048477
"salah mejri",525093,2016,0.238510339276593
"randy foye",3135000,2016,0.274398575845306
"kyle korver",6253521,2015,0.312260546854189
"troy daniels",3258539,2019,0.482204368345376
"allen crabbe",947276,2016,0.367377686749181
"svi mykhailiuk",1487694,2019,0.389840565685793
"langston galloway",235762,2015,0.306840923685035
"giannis antetokounmpo",24157303,2019,1.00749197765473
"tony allen",5158539,2016,0.347354051144673
"eric gordon",14898938,2015,0.469364955020678
"patrick mccaw",543471,2017,0.241223373736436
"otto porter jr.",27250575,2020,0.37813921836864
"jerryd bayless",8575916,2018,0.272574073419374
"bruno caboclo",1845301,2020,0.602935463659148
"kent bazemore",19269662,2020,0.349913703781282
"tomas satoransky",3129187,2019,0.34571271319654
"john wall",14746000,2015,0.546804784393188
"terence davis",898310,2020,0.459098254936323
"e'twaun moore",1015421,2016,0.397628838406819
"cody zeller",4204200,2016,0.384013083377517
"trey lyles",2239800,2016,0.364813099576432
"jonathan holmes",525093,2016,0.560221845148316
"brandon ingram",5757120,2019,0.711802527530154
"c.j. watson",2077000,2015,0.202560021585764
"alize johnson",838464,2019,0.39385513866938
"jodie meeks",6270000,2016,0.440064001819561
"zhaire smith",2526840,2019,0.454166666666667
"jimmy butler",2008748,2015,0.5537716213377
"malcolm miller",457418,2019,Inf
"cameron payne",3263294,2018,0.300951370184982
"jordan crawford",173099,2017,0.791359545095177
"gorgui dieng",15170787,2019,0.390788755348156
"raul neto",9e+05,2016,0.357071175758467
"ed davis",6352531,2018,0.336186717351335
"kemba walker",1.2e+07,2019,0.636922956682208
"delon wright",2536898,2018,0.37830672266789
"alan williams",83397,2016,0.482833129088169
"josh richardson",10116576,2020,0.412494381822391
"damyean dotson",1618520,2020,0.339761664721707
"james harden",26540100,2017,0.843575821104095
"ish smith",947276,2016,0.37977552094477
"serge ibaka",12250000,2017,0.45250730938253
"maurice harkless",8988765,2017,0.280252945164528
"kent bazemore",18089887,2019,0.382990296183049
"marvin bagley iii",7305600,2019,0.576102687714127
"kyle kuzma",1974600,2020,0.429139014836402
"brandan wright",5464000,2016,0.43134407686789
"carmelo anthony",1364204,2020,0.55011475119653
"kelly olynyk",12667885,2020,0.478517107991824
"larry nance jr.",2272391,2019,0.372802504645122
"kenneth faried",2249768,2015,0.488985518116115
"darren collison",5229454,2017,0.416239709550036
"shelvin mack",2433333,2016,0.335804283579352
"jae crowder",7305825,2019,0.373202976429603
"wesley johnson",5882260,2018,0.2632238661795
"chuck hayes",5958750,2015,0.0892857142857143
"landry shamet",1995120,2020,0.387317592769299
"tony bradley",1679520,2019,0.500047198837768
"jeremy lamb",10500000,2020,0.457278752401161
"kyle singler",1090000,2015,0.227936204136834
"festus ezeli",1112880,2015,0.443901379739286
"ramon sessions",2077000,2015,0.480127417991997
"tyler hansbrough",3326235,2015,0.418333463367419
"joe harris",845059,2016,0.385231567228122
"kosta koufos",8393000,2018,0.372354249596533
"nicolas batum",13125306,2016,0.441203494019802
"lance thomas",7119650,2019,0.283362339018448
"jonas valanciunas",1.6e+07,2020,0.604755328771365
"ryan broekhoff",838464,2019,Inf
"mike scott",4320500,2019,0.322655759971305
"andrew bogut",13800000,2016,0.141886363260887
"c.j. williams",375000,2018,0.383645183281743
"tyler ennis",1662360,2016,0.362398989221382
"frank kaminsky",2730000,2017,0.469326616095685
"dion waiters",4062000,2015,0.367336371264531
"gary neal",2139000,2016,0.166666666666667
"jose calderon",7402812,2016,0.273235651814607
"klay thompson",15501000,2016,0.645359628307234
"solomon hill",12252928,2019,0.330733160699777
"jerryd bayless",3e+06,2015,0.36099582793836
"kyle singler",4500000,2016,0.249213068249429
"marco belinelli",6153846,2019,0.379675668676493
"lance thomas",6191000,2017,0.226432417110934
"jabari parker",4930560,2015,0.444653616986943
"reggie jackson",13913044,2016,0.522987991598021
"lamar patterson",525093,2016,0.443073593073593
"tristan thompson",18539130,2020,0.32810275359968
"otto porter jr.",4662960,2016,0.409614870877277
"treveon graham",1512601,2019,0.271112378333907
"rodney stuckey",7e+06,2016,0.399374542211286
"sean kilpatrick",134215,2016,0.518043782208157
"aaron gordon",4171680,2016,0.438790606410838
"elfrid payton",2505720,2016,0.430914461405006
"david nwaba",73528,2017,0.328131651049636
"maurice harkless",1887840,2015,0.347206304843075
"miles plumlee",12500000,2017,0.277483673975583
"ian clark",947276,2016,0.469673569356052
"timofey mozgov",4650000,2015,0.341608824203331
"bojan bogdanovic",1.7e+07,2020,0.556643868891026
"tobias harris",1.6e+07,2018,0.572425263545738
"jarred vanderbilt",838464,2019,0.26011544011544
"isaiah cousins",543471,2018,0
"dirk nowitzki",8333334,2016,0.548991240838024
"marquese chriss",3206160,2019,0.459868666787965
"ryan anderson",20421546,2019,0.584401709401709
"rayjon tucker",578573,2020,Inf
"devin booker",2319360,2018,0.763075926704248
"dante cunningham",716043,2015,0.22253650934211
"mike miller",947276,2016,0.121830550401979
"jordan mcrae",874636,2018,0.470094627594628
"fred vanvleet",9346153,2020,0.545259607380173
"cj mccollum",23962573,2018,0.628126169896448
"montrezl harrell",6e+06,2020,0.586639551519321
"chandler parsons",24107258,2019,0.223214285714286
"serge ibaka",21666667,2019,0.603274839240172
"p.j. tucker",7590035,2018,0.23412054034704
"danny green",1e+07,2017,0.329760164030478
"robin lopez",12650000,2016,0.389100455343549
"mike muscala",947276,2016,0.326580297738878
"marvin williams",7e+06,2016,0.387154460974643
"mike scott",3333334,2017,0.474186324467171
"sekou doumbouya",3285120,2020,0.326768388859462
"josh jackson",5090040,2018,0.453162941417201
"ronnie price",947276,2016,0.110432330827068
"dirk nowitzki",2.5e+07,2017,0.493409427862581
"julius randle",4149242,2018,0.705493034586677
"brandon goodwin",522738,2020,0.392462470979413
"de'aaron fox",6392760,2020,0.711930416385509
"deyonta davis",1369299,2017,0.374254340412362
"vince carter",4264057,2017,0.2741338758952
"dante exum",3777720,2016,0.358728921526029
"harrison barnes",23112004,2018,0.511143700831106
"cj miles",4394225,2016,0.46040585245079
"manu ginobili",1.4e+07,2017,0.428410250244111
"jahlil okafor",1567707,2019,0.58290018491629
"eric bledsoe",1.4e+07,2017,0.548725804694293
"deandre liggins",1015696,2017,0.147261513969887
"jack cooley",59686,2015,0.4
"kemba walker",1.2e+07,2016,0.669800373670085
"derrick favors",12950000,2015,0.514731205459312
"anthony tolliver",3e+06,2015,0.285592811346141
"maxi kleber",8e+06,2020,0.267223540049433
"meyers leonard",11286516,2020,0.253246753246753
"davis bertans",7e+06,2019,0.525802070726422
"dewayne dedmon",2898000,2017,0.415932666423754
"draymond green",15330435,2017,0.324021114468133
"torrey craig",2e+06,2020,0.320437276159362
"wesley matthews",2564753,2020,0.24594455754706
"luol deng",1.8e+07,2017,0.429713423831071
"javale mcgee",1471382,2018,0.554110036874167
"ian clark",816482,2015,0.442440795499858
"shabazz napier",2361360,2018,0.512886684201648
"branden dawson",525093,2016,0.375
"clint capela",2334528,2018,0.476709903969782
"otto porter jr.",26011913,2018,0.460957182266791
"anthony davis",27093018,2020,0.668951688652515
"deandre jordan",22897200,2019,0.369314696883114
"bj johnson",42634,2019,0.507591254205031
"justin anderson",1514160,2017,0.472167532329801
"avery bradley",1.2e+07,2019,0.359511850807697
"manu ginobili",2814000,2016,0.405668400497561
"eric bledsoe",15625000,2020,0.417349972488811
"julius randle",8641000,2019,0.601484137172863
"chris mccullough",1191480,2017,0.601514964960343
"davis bertans",1312611,2018,0.361570351667811
"juancho hernangomez",2166360,2019,0.291644218329721
"semi ojeleye",1378242,2019,0.230470896770289
"j.j. barea",4096950,2017,0.515562806544211
"bogdan bogdanovic",9412280,2018,0.515551134489578
"draymond green",18539130,2020,0.226445891701028
"josh okogie",2160720,2019,0.339322639965363
"bruno caboclo",522151,2019,0.417846968504863
"d.j. augustin",7250000,2018,0.42034231573304
"derrick williams",4e+06,2016,0.467156713629191
"terrence ross",10500000,2019,0.575232250082049
"davis bertans",7e+06,2020,0.447429129853634
"michael kidd-gilchrist",1.3e+07,2018,0.362445650640835
"marcus smart",3283320,2015,0.340867635093626
"rodney stuckey",915243,2015,0.391052493765664
"jaren jackson jr.",6927480,2020,0.585508843336614
"mo bamba",4865040,2019,0.404505666780009
"mitch mcgary",1400040,2015,0.425406549971767
"joe ingles",14136364,2018,0.391022242063494
"ty lawson",211744,2016,0.384450703581788
"aron baynes",5453280,2020,0.325376972453671
"luc mbah a moute",4320500,2019,0.243589743589744
"goga bitadze",2816760,2020,0.42505246280422
"cristiano felicio",525093,2016,0.294514200370705
"nick johnson",845059,2016,0.341346153846154
"adreian payne",1855320,2015,0.297325430294802
"patrick patterson",5192000,2018,0.248696252449247
"shabazz muhammad",1971960,2015,0.504218670290202
"jalen mcdaniels",898310,2020,0.445201225863734
"brandon jennings",8e+06,2015,0.370628661267274
"jonah bolden",1690000,2019,0.232600732600733
"edy tavares",1e+06,2016,0.405816278020225
"troy daniels",3408520,2018,0.437894777994145
"justise winslow",3448926,2018,0.424372359607929
"trevor ariza",7420912,2018,0.376611134763953
"c.j. watson",5e+06,2016,0.272144334612802
"jared dudley",1e+07,2018,0.229428640560671
"wes iwundu",1618420,2020,0.133985869712803
"jordan clarkson",12500000,2018,0.620493966140639
"michael carter-williams",2300040,2015,0.377091769593797
"trey lyles",3364249,2019,0.294870590472218
"michael kidd-gilchrist",6331404,2016,0.325938994142608
"alex len",3807120,2016,0.410590743470558
"allen crabbe",18500000,2019,0.245562899508585
"luis scola",2900000,2016,0.434049180345526
"richaun holmes",1074169,2016,0.492412452558637
"cheick diallo",543471,2017,0.418522964199855
"ryan anderson",8491500,2015,0.551926964843662
"mike scott",4767000,2020,0.249553686507295
"anthony morrow",3488000,2017,0.571428571428571
"orlando johnson",55722,2016,0.241066126855601
"alex len",4160000,2020,0.393080008869221
"derrick rose",18862876,2015,0.518632803170602
"reggie williams",344036,2015,0.363906926406926
"austin rivers",3110796,2016,0.410212632196022
"darrell arthur",8070175,2017,0.395536352192699
"robin lopez",13219250,2017,0.462857569991638
"paul george",30560700,2020,0.690738351342516
"hollis thompson",816482,2015,0.36202275763445
"evan turner",3278000,2015,0.376710674735899
"e'twaun moore",948163,2015,0.359536402180576
"skal labissiere",1544951,2019,0.355465121442373
"jonathon simmons",874636,2017,0.487966245854299
"bruno fernando",1400000,2020,Inf
"glenn robinson iii",1100000,2016,0.311744508804342
"andrew wiggins",7574323,2018,0.511408782761267
"arron afflalo",8e+06,2016,0.326346399933269
"george hill",8e+06,2017,0.352818761212913
"al horford",2.8e+07,2020,0.540829682207817
"anthony tolliver",4750000,2019,0.219846222121902
"bojan bogdanovic",10500000,2019,0.600790013138779
"marvin williams",14087500,2019,0.294603234206892
"nikola mirotic",5305000,2015,0.468168472288927
"isaiah taylor",255000,2017,0.361197885422739
"blake griffin",18907726,2016,0.646047180714161
"yogi ferrell",3e+06,2019,0.564743568988102
"gary trent jr.",1416852,2020,0.489171988986955
"matt barnes",3396250,2015,0.325260351218193
"wayne selden",83119,2017,0.465693468710519
"andrew bogut",242224,2017,0.193115723510124
"alan williams",6e+06,2018,0.826666666666667
"jaylen brown",5169960,2019,0.599341542679557
"jrue holiday",26231111,2020,0.519772439172583
"wayne selden",1312611,2018,0.379008244168967
"meyers leonard",2317920,2015,0.374673396612287
"omari spellman",1620480,2019,0.409602235075203
"patrick beverley",6486486,2016,0.330115784301825
"raymond felton",3793693,2015,0.349990700628649
"devin harris",4227996,2017,0.457600315351978
"andre drummond",27093019,2020,0.529579499101089
"lonzo ball",6286560,2018,0.320426393052758
"chasson randle",1312611,2018,0.357244157825247
"steven adams",2279040,2016,0.393837832644532
"ty lawson",980431,2017,0.277289999191527
"victor oladipo",2.1e+07,2018,0.598262391958876
"trevor ariza",1.5e+07,2019,0.267978600357576
"tim duncan",10361446,2015,0.335706567973911
"kosta koufos",3e+06,2015,0.349323040561889
"george hill",1.9e+07,2018,0.358363929001657
"taurean prince",2526840,2018,0.485487665408743
"earl barron",183049,2015,0.241666666666667
"chinanu onuaku",543471,2017,0.0952380952380952
"p.j. tucker",5700000,2015,0.240053986363019
"joffrey lauvergne",1790281,2015,0.460237534038558
"dj stephens",874636,2018,0.416666666666667
"emmanuel mudiay",4294480,2018,0.498157666167161
"justin jackson",2807880,2019,0.385078721918133
"dennis schroder",15500000,2019,0.596355942448244
"emmanuel mudiay",3241800,2017,0.558095111044281
"cory joseph",1.2e+07,2020,0.346080470368078
"mikal bridges",4161000,2020,0.410065434656978
"justin jackson",2365560,2018,0.334898221388925
"skal labissiere",1312611,2018,0.285883148806081
"pat connaughton",1723050,2020,0.2899151554171
"bryn forbes",1312611,2018,0.427469964715644
"alex caruso",543471,2017,0.209448640236329
"ersan ilyasova",7e+06,2019,0.434243514616858
"ronald roberts jr.",373041,2015,0.416666666666667
"c.j. williams",543471,2017,0.287047483801772
"cj miles",4205000,2015,0.496995114127015
"rajon rondo",12909090,2015,0.338054325135626
"jon leuer",10002681,2018,Inf
"dylan windler",2035800,2020,0.295263050250051
"carmelo anthony",24559380,2017,0.508026019475862
"justin patton",2667600,2019,0.627777777777778
"khyri thomas",1416852,2020,0.568183795080347
"greg monroe",16407500,2016,0.536048017567238
"tristan thompson",5138430,2015,0.269263122890367
"lavoy allen",915243,2015,0.266665737397187
"deandre' bembry",1499760,2017,0.265919579753913
"bobby portis",1453680,2017,0.590806767776404
"nerlens noel",4384490,2017,0.303076821025282
"michael porter jr.",2894160,2019,0.534456423261559
"quincy acy",1790092,2017,0.323764622629544
"reggie bullock",2255644,2017,0.384881727951033
"de'anthony melton",1416852,2020,0.450591299163525
"juancho hernangomez",1987440,2017,Inf
"denzel valentine",3377569,2020,0.441007683916739
"edy tavares",1e+06,2017,0.4
"evan turner",3425510,2016,0.344392524449957
"damian lillard",24328425,2017,0.735695064767179
"john henson",11327466,2018,0.476549219518776
"kyle anderson",1142880,2016,0.276130983247376
"jared sullinger",2569260,2016,0.273420959546279
"rakeem christmas",1007026,2016,Inf
"p.j. tucker",7969537,2019,0.209058807166119
