X,player_name,salary,season
75,taj gibson,8000000,2015
1733,shaun livingston,7692308,2018
78,o.j. mayo,8000000,2015
87,isaiah thomas,7238606,2015
2147,larry sanders,207722,2018
1541,diamond stone,543471,2017
2958,kendrick perkins,2445085,2020
2387,collin sexton,4068600,2019
1991,patricio garino,1312611,2018
93,amir johnson,7000000,2015
2262,nikola mirotic,12500000,2019
592,taj gibson,8500000,2016
3130,nick young,1042584,2020
3129,gary payton ii,1052909,2020
2120,egidijus mockevicius,543471,2018
497,nate robinson,107676,2015
264,cory joseph,2023261,2015
242,elfrid payton,2397840,2015
3003,cameron payne,1737145,2020
840,matthew dellavedova,1147276,2016
1368,skal labissiere,1188840,2017
1788,jonathan isaac,4969080,2018
2886,luc mbah a moute,4320500,2020
1659,eric bledsoe,15000000,2018
743,trey burke,2658240,2016
1332,bruno caboclo,1589640,2017
567,derrick favors,12000000,2016
1829,rajon rondo,3300000,2018
826,clint capela,1242720,2016
1308,t.j. warren,2128920,2017
1305,mo williams,2194500,2017
1239,nick collison,3750000,2017
579,luol deng,10151612,2016
410,isaiah canaan,816842,2015
191,nerlens noel,3315120,2015
921,russ smith,845059,2016
228,brian roberts,2732000,2015
222,marco belinelli,2873750,2015
1619,steven adams,22471910,2018
2287,rudy gay,10087200,2019
2446,rondae hollis-jefferson,2470357,2019
143,chris kaman,4800000,2015
884,john lucas iii,947276,2016
1125,matthew dellavedova,9607500,2017
361,henry sims,915243,2015
2126,elgin cook,543471,2018
1113,jon leuer,10991957,2017
2542,dwyane wade,1512601,2019
899,troy daniels,947276,2016
752,justise winslow,2481720,2016
101,carl landry,6500000,2015
201,anthony morrow,3200000,2015
770,devin booker,2127840,2016
2359,alexis ajinca,5285394,2019
1765,jonathon simmons,6000000,2018
1524,shaquille harrison,543471,2017
835,archie goodwin,1160160,2016
249,brendan haywood,2213668,2015
2309,joe harris,8333333,2019
3052,abdel nader,1618520,2020
2110,brady heslip,543471,2018
155,joel embiid,4427640,2015
1375,tony wroten,1050961,2017
1916,rodney mcgruder,1544951,2018
2503,t.j. mcconnell,1600520,2019
2969,ante zizic,2281800,2020
1828,elfrid payton,3332340,2018
1935,aaron brooks,1471382,2018
2515,ivica zubac,1544951,2019
2466,sean kilpatrick,2054856,2019
1635,joakim noah,18530000,2018
2243,james johnson,14651700,2019
2374,lauri markkanen,4536120,2019
115,enes freedom,5694674,2015
1073,reggie jackson,14956522,2017
1975,tyler dorsey,1378242,2018
163,cody zeller,4030560,2015
515,chris paul,21468695,2016
2033,arinze onuaku,980431,2018
1399,chris wright,980431,2017
2512,timothe luwawu-cabarrot,1544951,2019
1937,pat connaughton,1471382,2018
901,donald sloan,947276,2016
1345,marreese speights,1403611,2017
3108,dairis bertans,1416852,2020
380,kendall marshall,915243,2015
2902,jakob poeltl,3754886,2020
3097,ryan broekhoff,1416852,2020
2518,cheick diallo,1544951,2019
1587,axel toupane,15435,2017
2091,davon reed,815615,2018
2403,allonzo trier,3382000,2019
336,kyle anderson,1093680,2015
1381,richaun holmes,1025831,2017
2895,dorian finney-smith,4000000,2020
2551,javale mcgee,1512601,2019
1514,james webb iii,543471,2017
1012,elliot williams,55722,2016
1573,archie goodwin,75000,2017
1432,david west,980431,2017
2296,norman powell,9367200,2019
2968,darius bazley,2284800,2020
3106,hamidou diallo,1416852,2020
433,dionte christmas,816482,2015
3154,miye oni,898310,2020
1462,xavier munford,874636,2017
3035,dwight howard,1620564,2020
238,demarre carroll,2442455,2015
112,jason terry,5850313,2015
705,willie cauley-stein,3398280,2016
628,patrick patterson,6268675,2016
318,shabazz napier,1238640,2015
1613,anthony davis,23775506,2018
1127,trevor booker,9250000,2017
791,joffrey lauvergne,1709719,2016
2664,kevin durant,38199000,2020
2725,gary harris,17839286,2020
1739,jeremy lamb,7488372,2018
1177,wayne ellington,6000000,2017
2087,james blackmon jr.,815615,2018
2972,ty jerome,2193480,2020
1120,alec burks,10154495,2017
1597,demar derozan,27739975,2018
1517,dorian finney-smith,543471,2017
856,lester hudson,1015421,2016
1376,john jenkins,1050961,2017
2669,blake griffin,34449964,2020
2469,torrey craig,2000000,2019
1003,tony wroten,167406,2016
2613,isaiah hartenstein,838464,2019
950,kostas papanikolaou,800321,2016
1778,jason smith,5450000,2018
1860,justin anderson,2516048,2018
1515,egidijus mockevicius,543471,2017
299,willie green,1448490,2015
2762,marcus smart,12553571,2020
1919,mitch mcgary,1526040,2018
967,treveon graham,525093,2016
1483,michael gbinije,650000,2017
6,lebron james,20644400,2015
1153,markieff morris,7400000,2017
2050,robbie hummel,980431,2018
3074,isaiah canaan,1512601,2020
1972,rodney purvis,1378242,2018
1171,jae crowder,6286408,2017
367,matt bonner,915243,2015
1687,solomon hill,12236535,2018
2030,greg stiemsma,980431,2018
675,j.j. barea,4290000,2016
1825,myles turner,3410284,2018
92,manu ginobili,7000000,2015
1836,dennis smith jr.,3218280,2018
1194,jabari parker,5374320,2017
2310,cj miles,8333333,2019
176,thomas robinson,3678360,2015
972,luis montero,525093,2016
1564,johnny o'bryant iii,161483,2017
957,ronald roberts jr.,525093,2016
2500,luke kornet,1619260,2019
1465,travis wear,874636,2017
1593,gordon hayward,29727900,2018
1474,cristiano felicio,874636,2017
100,jr smith,6515510,2015
498,toure' murry,96056,2015
2563,jaylen morris,1378242,2019
2541,udonis haslem,1512601,2019
3165,gary clark,555409,2020
225,nikola vucevic,2751260,2015
719,jeremy lamb,3034356,2016
1193,nick young,5443918,2017
1873,john collins,2299080,2018
1698,tony snell,10607143,2018
976,brandon ashley,525093,2016
1557,jose calderon,247991,2017
2847,ish smith,6000000,2020
41,kyle lowry,12000000,2015
3116,brandon paul,1378242,2020
1967,josh smith,1379940,2018
2858,kris dunn,5348007,2020
117,anthony bennett,5563920,2015
2543,carmelo anthony,1512601,2019
262,kelly olynyk,2075760,2015
2962,pascal siakam,2351839,2020
2855,alex abrines,5455236,2020
3026,furkan korkmaz,1620564,2020
340,luke babbitt,981084,2015
2272,zach randolph,11692308,2019
2646,michael carter-williams,59820,2019
2754,jusuf nurkic,13125000,2020
1776,luis scola,5500000,2018
322,tony wroten,1210080,2015
131,keith bogans,5285817,2015
1732,cj miles,7936509,2018
2824,seth curry,7461380,2020
1651,jonas valanciunas,16539326,2018
1252,trey burke,3386598,2017
1033,andre drummond,22116750,2017
1409,lou amundson,980431,2017
1512,danuel house jr.,543471,2017
1626,paul george,19508958,2018
1781,nick young,5192000,2018
488,henry walker,196217,2015
1176,ramon sessions,6000000,2017
1380,ivica zubac,1034956,2017
811,jordan adams,1404600,2016
1093,eric gordon,12385364,2017
79,george hill,8000000,2015
1431,elliot williams,980431,2017
3056,sterling brown,1618520,2020
2031,cory jefferson,980431,2018
2704,nicolas batum,25565217,2020
2137,quincy ford,543471,2018
929,terrico white,845059,2016
954,darrun hilliard,600000,2016
183,steve novak,3445947,2015
1709,danny green,10000000,2018
2950,rajon rondo,2564753,2020
2380,alex len,4350000,2019
2467,jarrett allen,2034120,2019
2183,otto porter jr.,26011913,2019
2178,kevin durant,30000000,2019
2759,solomon hill,12758781,2020
3038,ryan anderson,1620564,2020
2101,l.j. peak,815615,2018
1566,omri casspi,138414,2017
619,isaiah thomas,6912869,2016
636,jamal crawford,5675000,2016
522,deandre jordan,19689000,2016
158,jared dudley,4250000,2015
1966,timothe luwawu-cabarrot,1386600,2018
1661,jr smith,14720000,2018
2887,cam reddish,4245720,2020
2015,dejounte murray,1312611,2018
1768,ish smith,6000000,2018
2417,donovan mitchell,3111480,2019
1724,rudy gay,8406000,2018
152,jonas jerebko,4500000,2015
2460,darius miller,2205000,2019
1999,deyonta davis,1312611,2018
1907,ryan kelly,1577230,2018
1009,keith appling,61776,2016
511,lebron james,22970500,2016
1269,stanley johnson,2969880,2017
2393,zach collins,3628920,2019
1898,malik beasley,1700640,2018
2392,j.j. barea,3710850,2019
1397,eric moreland,980431,2017
1385,anthony bennett,1015696,2017
470,patric young,507336,2015
672,jameer nelson,4345000,2016
3152,matt thomas,898310,2020
1519,bryn forbes,543471,2017
1552,toney douglas,379159,2017
3066,malachi richardson,1569360,2020
690,harrison barnes,3873398,2016
1931,anthony morrow,1471382,2018
3000,deandre liggins,1795015,2020
2125,nick zeisloft,543471,2018
930,james michael mcadoo,845059,2016
2090,v.j. beachem,815615,2018
3007,jonah bolden,1698450,2020
2779,t.j. warren,10810000,2020
831,reggie williams,1185784,2016
2399,jodie meeks,3454500,2019
135,chase budinger,5000000,2015
2160,alonzo gee,57672,2018
73,omer asik,8374646,2015
1011,phil pressey,55722,2016
1933,kris humphries,1471382,2018
1503,semaj christon,543471,2017
3023,emmanuel mudiay,1620564,2020
1439,chris andersen,980431,2017
2187,andrew wiggins,25467250,2019
106,landry fields,6250000,2015
867,jerel mcneal,981348,2016
920,jarnell stokes,845059,2016
2977,moritz wagner,2063520,2020
798,gary harris,1584480,2016
1918,malcolm brogdon,1544951,2018
552,al jefferson,13500000,2016
3179,jimmer fredette,208509,2020
1641,klay thompson,17826150,2018
1092,tyson chandler,12415000,2017
523,marc gasol,19688000,2016
1371,damian jones,1171560,2017
1304,georgios papagiannis,2202240,2017
2956,terrance ferguson,2475840,2020
943,adonis thomas,845059,2016
218,furkan aldemir,2963232,2015
1296,mason plumlee,2328530,2017
809,justin anderson,1449000,2016
1636,allen crabbe,18500000,2018
1429,devyn marble,980431,2017
313,rodney hood,1290360,2015
1594,mike conley,28530608,2018
2117,gracin bakumanya,543471,2018
2293,matthew dellavedova,9607500,2019
298,scotty hopson,1450878,2015
848,garrett temple,1100602,2016
1783,c.j. watson,5000000,2018
1561,yogi ferrell,207798,2017
1949,josh childress,1471382,2018
2195,marc gasol,24119025,2019
1496,drew crawford,543471,2017
1685,zach randolph,12307692,2018
2106,deandre liggins,588120,2018
2102,cameron oliver,815615,2018
2323,doug mcdermott,7333333,2019
2597,melvin frazier jr.,1050000,2019
2471,ante zizic,1952760,2019
309,john jenkins,1312920,2015
1068,tristan thompson,15330435,2017
1722,cristiano felicio,8470980,2018
3077,isaiah roby,1500000,2020
1723,e'twaun moore,8445024,2018
195,bojan bogdanovic,3278000,2015
1492,fred vanvleet,543471,2017
3139,kz okpala,898310,2020
2714,aaron gordon,19863636,2020
1188,wesley johnson,5628000,2017
1115,mirza teletovic,10500000,2017
1874,denzel valentine,2280600,2018
1103,nikola vucevic,11750000,2017
2022,chris johnson,1050961,2018
310,josh powell,1310286,2015
1446,andrew harrison,945000,2017
2010,paul zipser,1312611,2018
2680,paul millsap,30350000,2020
25,gordon hayward,14746000,2015
1169,spencer hawes,6348759,2017
3086,svi mykhailiuk,1416852,2020
3085,iman shumpert,1419138,2020
727,maurice harkless,2894059,2016
588,alec burks,9463484,2016
2770,brook lopez,12093023,2020
3137,talen horton-tucker,898310,2020
60,steve nash,9701000,2015
1346,michael beasley,1403611,2017
402,j.j. barea,909859,2015
278,jeremy evans,1794871,2015
1930,josh huestis,1471382,2018
1851,cedi osman,2775000,2018
2888,zach collins,4240200,2020
305,victor claver,1370000,2015
178,alex len,3649920,2015
456,sim bhullar,507336,2015
606,ersan ilyasova,7900000,2016
319,shawne williams,1227985,2015
1406,elton brand,980431,2017
302,jared sullinger,1424520,2015
2710,victor oladipo,21000000,2020
2501,rodions kurucs,1618320,2019
458,keith appling,507336,2015
3125,james nunnally,1349383,2020
2478,moritz wagner,1762080,2019
2472,shabazz napier,1942422,2019
235,trey burke,2548560,2015
288,ryan kelly,1650000,2015
2422,bam adebayo,2955840,2019
1014,thanasis antetokounmpo,30888,2016
562,nikola pekovic,12100000,2016
1586,quinn cook,15984,2017
207,alec burks,3034356,2015
2457,kevin huerter,2250960,2019
1865,bruno caboclo,2451225,2018
2591,tyrone wallace,1349383,2019
513,dwight howard,22359364,2016
1704,maurice harkless,10162922,2018
1179,patrick beverley,6000000,2017
2778,maurice harkless,11011234,2020
2868,frank ntilikina,4855800,2020
1126,jerryd bayless,9424084,2017
1487,rasheed sulaimon,543471,2017
2931,nickeil alexander-walker,2964840,2020
790,ryan kelly,1724250,2016
1932,montrezl harrell,1471382,2018
2450,jarell martin,2416222,2019
2658,duncan robinson,9474,2019
98,wilson chandler,6757913,2015
1226,lavoy allen,4000000,2017
132,zaza pachulia,5200000,2015
1285,thon maker,2568600,2017
1280,dennis schroder,2708582,2017
1421,alan anderson,980431,2017
1934,damjan rudez,1471382,2018
417,matthew dellavedova,816482,2015
2653,deyonta davis,25367,2019
532,kawhi leonard,16407500,2016
1660,andre iguodala,14814815,2018
1838,ekpe udoh,3200000,2018
2169,chris paul,35654150,2019
1206,jason smith,5000000,2017
1844,justin hamilton,3000000,2018
1367,livio jean-charles,1188840,2017
2620,kenneth faried,683661,2019
629,spencer hawes,6110034,2016
1878,brandon jennings,2222803,2018
2843,milos teodosic,6300000,2020
849,jeremy evans,1100602,2016
1036,marc gasol,21165675,2017
843,chris mccullough,1140240,2016
1052,greg monroe,17145838,2017
1364,kyle anderson,1192080,2017
2207,victor oladipo,21000000,2019
3126,kevin porter jr.,1290960,2020
829,boban marjanovic,1200000,2016
2864,dirk nowitzki,5000000,2020
5,chris bosh,20644400,2015
674,jason smith,4300000,2016
1944,david west,1471382,2018
1260,michael carter-williams,3183526,2017
2584,jabari bird,1349464,2019
2897,javale mcgee,4000000,2020
1002,bryce dejean-jones,169883,2016
2595,jalen brunson,1230000,2019
2172,blake griffin,32088932,2019
3148,caleb martin,898310,2020
1195,d'angelo russell,5332800,2017
2872,avery bradley,4767000,2020
2587,ryan arcidiacono,1349383,2019
2039,orlando johnson,980431,2018
786,terry rozier,1824360,2016
254,aron baynes,2077000,2015
919,damien inglis,855000,2016
2566,wes iwundu,1378242,2019
3017,christian wood,1645357,2020
1516,beau beech,543471,2017
935,jabari brown,845059,2016
2659,kendrick nunn,4737,2019
2028,chris wright,980431,2018
2523,jake layman,1544951,2019
2686,cj mccollum,27556959,2020
654,chris kaman,5016000,2016
3002,mario hezonja,1737145,2020
3102,duncan robinson,1416852,2020
2768,patrick beverley,12345680,2020
2438,dario saric,2526840,2019
1423,dorell wright,980431,2017
2073,terry henderson,815615,2018
3150,justin robinson,898310,2020
2138,jonathan holmes,543471,2018
2116,nicolas laprovittola,543471,2018
1178,ish smith,6000000,2017
1317,lucas nogueira,1921320,2017
1675,eric gordon,12943020,2018
2092,ladontae henton,815615,2018
2171,russell westbrook,35654150,2019
267,dejuan blair,2000000,2015
2504,dwight buycks,1600520,2019
949,tim frazier,845059,2016
2925,troy brown jr.,3219480,2020
2526,alex poythress,1544951,2019
1107,solomon hill,11241218,2017
3091,alize johnson,1416852,2020
2774,tony snell,11392857,2020
339,robert covington,1000000,2015
3153,javonte green,898310,2020
605,markieff morris,8000000,2016
30,al jefferson,13500000,2015
2119,maurice ndour,543471,2018
2877,robin lopez,4767000,2020
1695,monta ellis,11227000,2018
2835,ersan ilyasova,7000000,2020
2345,montrezl harrell,6000000,2019
49,javale mcgee,11250000,2015
2094,daniel theis,815615,2018
555,joakim noah,13400000,2016
2703,marc gasol,25595700,2020
2410,cameron payne,3263294,2019
1175,andrew wiggins,6006600,2017
1101,marcin gortat,12000000,2017
113,patrick patterson,5831326,2015
585,zach randolph,9638555,2016
609,boris diaw,7500000,2016
1418,steve novak,980431,2017
2787,darren collison,10000000,2020
3042,alec burks,1620564,2020
1608,giannis antetokounmpo,24157303,2018
1111,austin rivers,11000000,2017
203,quincy pondexter,3146068,2015
2001,michael gbinije,1312611,2018
18,brook lopez,15719062,2015
658,marcus morris sr.,5000000,2016
198,carlos boozer,3251000,2015
1286,randy foye,2500000,2017
1502,kaleb tarczewski,543471,2017
1532,nikola jovanovic,543471,2017
860,joe young,1007026,2016
1656,dennis schroder,15500000,2018
1149,al-farouq aminu,7680965,2017
1542,d'vauntes smith-rivera,543471,2017
2922,juancho hernangomez,3321030,2020
3061,chris boucher,1588231,2020
342,garrett temple,981084,2015
1965,josh hart,1394520,2018
259,beno udrih,2077000,2015
2644,chris chiozza,90005,2019
1116,jared dudley,10470000,2017
134,michael kidd-gilchrist,5016960,2015
1822,jodie meeks,3454500,2018
2297,josh richardson,9367200,2019
179,dante exum,3615000,2015
547,danilo gallinari,14000000,2016
284,tyler zeller,1703760,2015
1091,arron afflalo,12500000,2017
1862,reggie bullock,2500000,2018
948,dwight powell,845059,2016
2131,ben bentil,543471,2018
2666,john wall,38199000,2020
409,damien inglis,820000,2015
2866,jaxson hayes,4862040,2020
3178,tyler zeller,245686,2020
3098,isaiah hartenstein,1416852,2020
2224,draymond green,17469565,2019
20,david lee,15012000,2015
2998,shabazz napier,1845301,2020
516,kevin durant,20158622,2016
2100,jaylen johnson,815615,2018
1995,aj hammons,1312611,2018
507,seth curry,48028,2015
1074,tony parker,14445313,2017
773,david lee,2085671,2016
167,aaron gordon,3992040,2015
2728,evan fournier,17150000,2020
1015,lebron james,30963450,2017
2023,anthony bennett,1015696,2018
1657,tony parker,15453126,2018
3169,anzejs pasecniks,482144,2020
525,paul millsap,18671659,2016
1006,jordan mcrae,111196,2016
2346,ish smith,6000000,2019
1333,delon wright,1577280,2017
2337,mario hezonja,6500000,2019
1216,jameer nelson,4540525,2017
2938,alex caruso,2750000,2020
1592,kyle lowry,31200000,2018
343,alexis ajinca,981084,2015
1463,pat connaughton,874636,2017
1236,kris dunn,3872520,2017
13,zach randolph,16500000,2015
1313,kendall marshall,2048257,2017
2405,shai gilgeous-alexander,3375360,2019
3055,dwayne bacon,1618520,2020
186,damian lillard,3340920,2015
2959,grayson allen,2429400,2020
1246,drew gooden,3547000,2017
2756,thaddeus young,12900000,2020
1370,dejounte murray,1180080,2017
1256,julius randle,3267120,2017
1749,d'angelo russell,7019698,2018
2535,amir johnson,1512601,2019
1590,blake griffin,32088932,2018
1585,elijah millsap,23069,2017
1666,gorgui dieng,14112360,2018
2628,enes freedom,487109,2019
2550,christian wood,1512601,2019
1306,andre roberson,2183072,2017
1537,keith hornsby,543471,2017
2257,wilson chandler,12800562,2019
1185,shaun livingston,5782450,2017
2145,lamar patterson,246956,2018
1203,brandon jennings,5000000,2017
1669,taj gibson,14000000,2018
21,dwyane wade,15000000,2015
509,david stockton,29483,2015
2442,reggie bullock,2500000,2019
2920,michael porter jr.,3389400,2020
2781,spencer dinwiddie,10605600,2020
1076,demarre carroll,14200000,2017
2052,chris andersen,980431,2018
616,cory joseph,7000000,2016
2944,caris levert,2625718,2020
2821,luka doncic,7683360,2020
2481,caleb swanigan,1740000,2019
668,mike dunleavy,4500000,2016
1956,tony allen,1471382,2018
1438,james jones,980431,2017
1478,paul zipser,750000,2017
1444,will bynum,980431,2017
285,dennis schroder,1690680,2015
774,shabazz muhammad,2056920,2016
2385,frank ntilikina,4155720,2019
2875,justin holiday,4767000,2020
1388,justin holiday,1015696,2017
1209,joel embiid,4826160,2017
469,dwight powell,507336,2015
2140,brandan wright,490461,2018
1867,trey lyles,2441400,2018
767,kendall marshall,2144772,2016
3161,marvin williams,604278,2020
577,wilson chandler,10449438,2016
646,tim duncan,5250000,2016
1525,zach auguste,543471,2017
266,kent bazemore,2000000,2015
374,kyle o'quinn,915243,2015
1059,demarcus cousins,16957900,2017
784,lucas nogueira,1842000,2016
464,shayne whittington,507336,2015
2430,troy brown jr.,2749080,2019
1150,cole aldrich,7643979,2017
1273,seth curry,2898000,2017
196,jason smith,3278000,2015
1805,frank ntilikina,4155720,2018
572,kenneth faried,11235955,2016
2519,rodney mcgruder,1544951,2019
1043,paul millsap,20072033,2017
2186,joel embiid,25467250,2019
3041,tyson chandler,1620564,2020
2673,klay thompson,32742000,2020
1682,miles plumlee,12500000,2018
1490,kay felder,543471,2017
450,kj mcdaniels,507336,2015
2784,norman powell,10116576,2020
491,james michael mcadoo,167122,2015
986,michael beasley,306527,2016
1139,kosta koufos,8046500,2017
1922,johnny o'bryant iii,1524305,2018
1498,ron baker,543471,2017
401,cole aldrich,915243,2015
2163,jonathan gibson,44495,2018
2604,chasson randle,869094,2019
3180,jontay porter,197933,2020
2364,tony parker,5000000,2019
2047,elliot williams,980431,2018
1266,giannis antetokounmpo,2995421,2017
1868,t.j. leaf,2407560,2018
1386,andrew goudelock,1015696,2017
731,udonis haslem,2854940,2016
394,charlie villanueva,915243,2015
702,marcus smart,3431040,2016
2379,justin holiday,4384616,2019
1007,erick green,99418,2016
1644,draymond green,17469565,2018
1162,isaiah thomas,6587132,2017
2574,sterling brown,1378242,2019
2433,domantas sabonis,2659800,2019
1570,manny harris,115344,2017
2115,richard solomon,543471,2018
2228,derrick favors,16900000,2019
2965,aaron holiday,2329200,2020
1648,reggie jackson,17043478,2018
1287,richard jefferson,2500000,2017
1276,james ennis iii,2898000,2017
269,elton brand,2000000,2015
3175,norvel pelle,350189,2020
1363,pascal siakam,1196040,2017
1026,dwyane wade,23200000,2017
506,ricky ledo,48028,2015
2840,ivica zubac,6481482,2020
1841,zach collins,3057240,2018
1896,furkan korkmaz,1740000,2018
385,hedo turkoglu,915243,2015
2283,meyers leonard,10595506,2019
2993,robert williams iii,1937520,2020
2398,rodney hood,3472887,2019
2775,robert covington,11301219,2020
3034,jared dudley,1620564,2020
542,chandler parsons,15361500,2016
1643,tristan thompson,17469565,2018
1205,roy hibbert,5000000,2017
2546,jonas jerebko,1512601,2019
3014,georges niang,1645357,2020
1971,damyean dotson,1378242,2018
229,udonis haslem,2732000,2015
2439,taurean prince,2526840,2019
1485,jake layman,600000,2017
1299,tim hardaway jr.,2281605,2017
715,julius randle,3132240,2016
2567,jawun evans,1378242,2019
789,rashad vaughn,1733040,2016
709,mike scott,3333333,2016
2578,zhou qi,1378242,2019
2812,kentavious caldwell-pope,8089282,2020
2154,aaron harrison,91442,2018
323,reggie bullock,1200720,2015
2301,cristiano felicio,8740980,2019
282,jusuf nurkic,1762680,2015
704,bojan bogdanovic,3425510,2016
3167,demarre carroll,512721,2020
1152,festus ezeli,7400000,2017
2876,ed davis,4767000,2020
2767,tyreke evans,12400000,2020
712,kj mcdaniels,3189794,2016
1124,iman shumpert,9662922,2017
365,sebastian telfair,915243,2015
745,tyler zeller,2616975,2016
2319,kyle korver,7560000,2019
1288,malcolm delaney,2500000,2017
2822,joe harris,7666667,2020
3183,luguentz dort,155647,2020
2419,jerome robinson,3046200,2019
1912,isaiah taylor,1544951,2018
2024,andrew goudelock,1015696,2018
1536,jameel warney,543471,2017
1044,ryan anderson,18735364,2017
461,joe ingles,507336,2015
346,josh harrellson,948163,2015
1792,kyle singler,4666500,2018
154,otto porter jr.,4470480,2015
1135,dwight powell,8375000,2017
2607,kenrich williams,838464,2019
2564,khem birch,1378242,2019
1201,langston galloway,5200000,2017
564,kyle lowry,12000000,2016
2711,tim hardaway jr.,20025127,2020
3090,kenrich williams,1416852,2020
1546,julyan stone,543471,2017
44,nicolas batum,11765500,2015
1359,luke babbitt,1227286,2017
12,blake griffin,17674613,2015
2254,michael kidd-gilchrist,13000000,2019
1147,trevor ariza,7806971,2017
2042,dorell wright,980431,2018
1936,axel toupane,1471382,2018
2748,eric gordon,14057730,2020
1954,raul neto,1471382,2018
1344,rodney hood,1406520,2017
1968,jaylen morris,1378242,2018
1321,rashad vaughn,1811040,2017
2453,lonnie walker iv,2357160,2019
1054,enes freedom,17145838,2017
853,jon leuer,1035000,2016
197,kemba walker,3272091,2015
14,lamarcus aldridge,16006000,2015
2255,khris middleton,13000000,2019
296,tony snell,1472400,2015
936,marcus landry,845059,2016
1832,tarik black,3290000,2018
586,mike conley,9588426,2016
94,marvin williams,7000000,2015
1136,avery bradley,8269663,2017
772,mo williams,2100000,2016
399,robert sacre,915243,2015
2726,derrick favors,17650000,2020
1411,joe harris,980431,2017
1142,yi jianlian,8000000,2017
2484,caris levert,1702800,2019
3094,chimezie metu,1416852,2020
2841,darius garland,6400920,2020
356,ryan hollins,915243,2015
1729,garrett temple,8000000,2018
589,omer asik,9213483,2016
1238,nemanja bjelica,3800000,2017
1833,anthony tolliver,3290000,2018
600,al-farouq aminu,8042895,2016
680,vince carter,4088019,2016
1649,bismack biyombo,17000000,2018
208,ben mclemore,3026280,2015
1037,brook lopez,21165675,2017
2727,andre iguodala,17185185,2020
1893,eric moreland,1826300,2018
408,ish smith,861405,2015
349,jeremy tyler,948163,2015
640,shaun livingston,5543725,2016
95,brandon bass,6900000,2015
312,solomon hill,1302840,2015
2942,john collins,2686560,2020
1395,nate wolters,980431,2017
2964,chandler hutchison,2332320,2020
2954,rondae hollis-jefferson,2500000,2020
1845,tomas satoransky,3000000,2018
1283,elfrid payton,2613600,2017
436,mike muscala,816482,2015
1540,derrick jones jr.,543471,2017
814,solomon hill,1358880,2016
2084,troy caupain,815615,2018
1843,mindaugas kuzminskas,3025035,2018
2048,cameron bairstow,980431,2018
2352,alex abrines,5455236,2019
1753,lou williams,7000000,2018
1450,reggie williams,895197,2017
3080,brad wanamaker,1445697,2020
2870,richaun holmes,4767000,2020
3132,terance mann,1000000,2020
1615,chandler parsons,23112004,2018
1390,mike muscala,1015696,2017
1963,tony bradley,1414920,2018
857,joey dorsey,1015421,2016
2588,daniel hamilton,1349383,2019
331,marquis teague,1120920,2015
1129,gerald henderson,9000000,2017
1642,kentavious caldwell-pope,17745894,2018
1387,jeff withey,1015696,2017
1979,alex poythress,1378242,2018
1706,darren collison,10000000,2018
1980,sasha kaun,1333240,2018
1715,andre roberson,9259260,2018
3046,tim frazier,1620564,2020
142,tony allen,4831461,2015
61,paul millsap,9500000,2015
1191,tony allen,5505618,2017
778,festus ezeli,2008748,2016
1212,jaylen brown,4743000,2017
1105,jrue holiday,11286518,2017
2025,isaiah canaan,997547,2018
947,elijah millsap,845059,2016
632,andrew wiggins,5758680,2016
444,gal mekel,633974,2015
744,noah vonleh,2637720,2016
2294,dante exum,9600000,2019
2810,cristiano felicio,8156500,2020
1294,gorgui dieng,2348783,2017
1847,bam adebayo,2955840,2018
384,glen davis,915243,2015
1468,luis montero,874636,2017
966,shannon scott,525093,2016
626,jarrett jack,6300000,2016
1131,taj gibson,8950000,2017
881,sasha vujacic,947276,2016
2491,marshon brooks,1656092,2019
1817,drew gooden,3547000,2018
260,steve blake,2077000,2015
1240,bojan bogdanovic,3730653,2017
868,john jenkins,981348,2016
2432,guerschon yabusele,2667600,2019
2404,brook lopez,3382000,2019
732,kirk hinrich,2854940,2016
2752,jordan clarkson,13437500,2020
2837,nemanja bjelica,6825000,2020
1430,jamychal green,980431,2017
170,kevin seraphin,3898692,2015
303,gorgui dieng,1413480,2015
3032,udonis haslem,1620564,2020
1234,kyle o'quinn,3918750,2017
153,ben gordon,4500000,2015
1820,mike miller,3500000,2018
2242,luke babbitt,14651700,2019
987,steve novak,295327,2016
1100,kyle lowry,12000000,2017
2390,dennis smith jr.,3819960,2019
665,joel embiid,4626960,2016
713,ben mclemore,3156600,2016
819,nikola jokic,1300000,2016
970,jamil wilson,525093,2016
2559,mitchell robinson,1485440,2019
253,vitor faverani,2090000,2015
698,terrence ross,3553917,2016
345,jon leuer,967500,2015
603,o.j. mayo,8000000,2016
932,spencer dinwiddie,845059,2016
2165,andre ingram,13824,2018
3158,juwan morgan,746054,2020
1689,wilson chandler,12016854,2018
724,john henson,2943221,2016
742,luke ridnour,2750000,2016
3015,treveon graham,1645357,2020
1676,kenneth faried,12921348,2018
224,kentavious caldwell-pope,2772480,2015
2598,nick young,1042584,2019
1923,tyler ennis,1524305,2018
1109,andre iguodala,11131368,2017
1989,tyler ulis,1312611,2018
1327,joffrey lauvergne,1709719,2017
635,bradley beal,5694674,2016
369,greg stiemsma,915243,2015
2724,myles turner,18000000,2020
962,scottie wilbekin,525093,2016
2452,wayne ellington,2383076,2019
395,rashard lewis,915243,2015
63,tiago splitter,9250000,2015
575,jrue holiday,10595507,2016
1634,enes freedom,18622514,2018
